COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE(US$ million)
RICE(OTHER THAN BASMOTI),REUNION,TON,0,0
RICE(OTHER THAN BASMOTI),ROMANIA,TON,25,0.02
RICE(OTHER THAN BASMOTI),RUSSIA,TON,53926,22.33
RICE(OTHER THAN BASMOTI),RWANDA,TON,863,0.33
RICE(OTHER THAN BASMOTI),SAO TOME,TON,206,0.08
RICE(OTHER THAN BASMOTI),SAUDI ARAB,TON,129331,73.38
RICE(OTHER THAN BASMOTI),SENEGAL,TON,833059,263.22
RICE(OTHER THAN BASMOTI),SEYCHELLES,TON,103,0.06
RICE(OTHER THAN BASMOTI),SIERRA LEONE,TON,46317,17.63
RICE(OTHER THAN BASMOTI),SINGAPORE,TON,66502,35.74
RICE(OTHER THAN BASMOTI),SLOVENIA,TON,28,0.02
RICE(OTHER THAN BASMOTI),SOMALIA,TON,328257,125.38
RICE(OTHER THAN BASMOTI),SOUTH AFRICA,TON,142724,55.08
RICE(OTHER THAN BASMOTI),SPAIN,TON,765,0.33
RICE(OTHER THAN BASMOTI),SRI LANKA DSR,TON,508369,203.96
RICE(OTHER THAN BASMOTI),SUDAN,TON,58861,23.74
RICE(OTHER THAN BASMOTI),SURINAME,TON,0,0
RICE(OTHER THAN BASMOTI),SWEDEN,TON,190,0.14
RICE(OTHER THAN BASMOTI),SWITZERLAND,TON,885,0.71
RICE(OTHER THAN BASMOTI),SYRIA,TON,7036,2.97
RICE(OTHER THAN BASMOTI),TAIWAN,TON,6,0
RICE(OTHER THAN BASMOTI),TAJIKISTAN,TON,48,0.02
RICE(OTHER THAN BASMOTI),TANZANIA REP,TON,2428,1.04
RICE(OTHER THAN BASMOTI),THAILAND,TON,98,0.08
RICE(OTHER THAN BASMOTI),TOGO,TON,123603,47.98
RICE(OTHER THAN BASMOTI),TRINIDAD,TON,51,0.05
RICE(OTHER THAN BASMOTI),TUNISIA,TON,14301,5.76
RICE(OTHER THAN BASMOTI),TURKEY,TON,92891,41.39
RICE(OTHER THAN BASMOTI),TURKMENISTAN,TON,334,0.18
RICE(OTHER THAN BASMOTI),U ARAB EMTS,TON,273773,149.21
RICE(OTHER THAN BASMOTI),U K,TON,9121,7.6
RICE(OTHER THAN BASMOTI),U S A,TON,40486,33.28
RICE(OTHER THAN BASMOTI),UGANDA,TON,1118,0.48
RICE(OTHER THAN BASMOTI),UKRAINE,TON,18905,7.77
RICE(OTHER THAN BASMOTI),VENEZUELA,TON,115,0.05
RICE(OTHER THAN BASMOTI),VIETNAM SOC REP,TON,930,2.45
RICE(OTHER THAN BASMOTI),YEMEN REPUBLC,TON,84783,52
RICE(OTHER THAN BASMOTI),ZAMBIA,TON,745,0.37
RICE(OTHER THAN BASMOTI),ZIMBABWE,TON,760,0.36
WHEAT,AFGHANISTAN,TON,108308,40.47
WHEAT,ANGOLA,TON,3,0
WHEAT,AUSTRALIA,TON,7,0
WHEAT,BAHARAIN IS,TON,211,0.07
WHEAT,BANGLADESH PR,TON,6345,1.62
WHEAT,BHUTAN,TON,221,0.05
WHEAT,BRUNEI,TON,0,0
WHEAT,CANADA,TON,1,0
WHEAT,CONGO D. REP.,TON,0,0
WHEAT,CONGO P REP,TON,1,0
WHEAT,COTE D' IVOIRE,TON,9,0.01
WHEAT,DJIBOUTI,TON,2,0
WHEAT,EQUTL GUINEA,TON,5,0
WHEAT,GABON,TON,8,0
WHEAT,GAMBIA,TON,1,0
WHEAT,GUINEA,TON,31,0.01
WHEAT,HONG KONG,TON,73,0.03
WHEAT,JAPAN,TON,12,0.01
WHEAT,JORDAN,TON,2729,0.87
WHEAT,KENYA,TON,33,0.01
WHEAT,KUWAIT,TON,482,0.16
WHEAT,MADAGASCAR,TON,4,0
WHEAT,MALAYSIA,TON,1024,0.33
WHEAT,MAURITIUS,TON,0,0
WHEAT,MOZAMBIQUE,TON,2,0
WHEAT,NEPAL,TON,184816,47.07
WHEAT,NEW ZEALAND,TON,54,0.02
WHEAT,NIGER,TON,1,0
WHEAT,NIGERIA,TON,15,0.01
WHEAT,OMAN,TON,19,0.01
WHEAT,PORTUGAL,TON,0,0
WHEAT,QATAR,TON,147,0.04
WHEAT,REUNION,TON,400,0.16
WHEAT,RWANDA,TON,16,0
WHEAT,SENEGAL,TON,28,0.01
WHEAT,SEYCHELLES,TON,269,0.1
WHEAT,SIERRA LEONE,TON,3,0
WHEAT,SINGAPORE,TON,30,0.01
WHEAT,SOMALIA,TON,4451,1.37
WHEAT,SOUTH AFRICA,TON,104,0.04
WHEAT,SRI LANKA DSR,TON,2242,0.72
WHEAT,TANZANIA REP,TON,26,0.01
WHEAT,THAILAND,TON,18,0.01
WHEAT,TOGO,TON,1,0
WHEAT,U ARAB EMTS,TON,7087,2.31
WHEAT,U K,TON,3095,1.04
WHEAT,U S A,TON,6,0
WHEAT,UGANDA,TON,448,0.15
OTHER CEREALS,ALGERIA,TON,837,0.23
OTHER CEREALS,ANGOLA,TON,0,0
OTHER CEREALS,ARGENTINA,TON,51,0.04
OTHER CEREALS,AUSTRALIA,TON,262,0.22
OTHER CEREALS,AUSTRIA,TON,20,0.02
OTHER CEREALS,BAHARAIN IS,TON,1600,0.48
OTHER CEREALS,BANGLADESH PR,TON,84335,31.08
OTHER CEREALS,BELGIUM,TON,2474,0.87
OTHER CEREALS,BHUTAN,TON,8868,2.3
OTHER CEREALS,BOTSWANA,TON,1,0
OTHER CEREALS,BRUNEI,TON,114,0.04
OTHER CEREALS,BULGARIA,TON,1,0
OTHER CEREALS,CAMBODIA,TON,23,0.07
OTHER CEREALS,CAMEROON,TON,0,0
OTHER CEREALS,CANADA,TON,915,0.59
OTHER CEREALS,CHILE,TON,162,0.06
OTHER CEREALS,CHINA P RP,TON,0,0
OTHER CEREALS,COLOMBIA,TON,34,0.03
OTHER CEREALS,CONGO D. REP.,TON,0,0
OTHER CEREALS,CONGO P REP,TON,0,0
OTHER CEREALS,COTE D' IVOIRE,TON,80,0.18
OTHER CEREALS,CZECH REPUBLIC,TON,68,0.03
OTHER CEREALS,DOMINIC REP,TON,17,0.01
OTHER CEREALS,EGYPT A RP,TON,2248,1.49
OTHER CEREALS,ETHIOPIA,TON,1,0
OTHER CEREALS,FIJI IS,TON,0,0
OTHER CEREALS,FRANCE,TON,70,0.03
OTHER CEREALS,GABON,TON,72,0.02
OTHER CEREALS,GAMBIA,TON,1,0
OTHER CEREALS,GEORGIA,TON,0,0
OTHER CEREALS,GERMANY,TON,2645,2.1
OTHER CEREALS,GHANA,TON,1,0
OTHER CEREALS,GREECE,TON,24,0.01
OTHER CEREALS,GUINEA,TON,0,0
OTHER CEREALS,HONG KONG,TON,1618,0.39
OTHER CEREALS,HUNGARY,TON,268,0.11
OTHER CEREALS,INDONESIA,TON,641,1.21
OTHER CEREALS,IRAN,TON,20,0.03
OTHER CEREALS,IRAQ,TON,20,0.02
OTHER CEREALS,IRELAND,TON,2,0
OTHER CEREALS,ISRAEL,TON,592,0.23
OTHER CEREALS,ITALY,TON,2996,0.99
OTHER CEREALS,JAMAICA,TON,3,0
OTHER CEREALS,JAPAN,TON,13110,4.53
OTHER CEREALS,JORDAN,TON,1677,0.53
OTHER CEREALS,KAZAKHSTAN,TON,0,0
OTHER CEREALS,KENYA,TON,20166,5.15
OTHER CEREALS,KOREA RP,TON,1462,0.62
OTHER CEREALS,KUWAIT,TON,2728,0.89
OTHER CEREALS,LEBANON,TON,312,0.1
OTHER CEREALS,LIBERIA,TON,0,0
OTHER CEREALS,LIBYA,TON,3387,1.08
OTHER CEREALS,MADAGASCAR,TON,9,0
OTHER CEREALS,MALAWI,TON,0,0
OTHER CEREALS,MALAYSIA,TON,19454,4.73
OTHER CEREALS,MALDIVES,TON,113,0.05
OTHER CEREALS,MALI,TON,10,0.02
OTHER CEREALS,MAURITIUS,TON,118,0.09
OTHER CEREALS,MOROCCO,TON,3398,0.86
OTHER CEREALS,MOZAMBIQUE,TON,1,0
OTHER CEREALS,MYANMAR,TON,6413,7.96
OTHER CEREALS,NAMIBIA,TON,3850,0.97
OTHER CEREALS,NEPAL,TON,439778,99.22
OTHER CEREALS,NETHERLAND,TON,3169,1.53
OTHER CEREALS,NETHERLANDANTIL,TON,0,0
OTHER CEREALS,NEW ZEALAND,TON,549,0.26
OTHER CEREALS,NIGERIA,TON,210,0.37
OTHER CEREALS,NORWAY,TON,323,0.09
OTHER CEREALS,OMAN,TON,6686,2.07
OTHER CEREALS,PAKISTAN IR,TON,20119,16.52
OTHER CEREALS,PHILIPPINES,TON,53695,12.64
OTHER CEREALS,POLAND,TON,30,0.03
OTHER CEREALS,PORTUGAL,TON,438,0.15
OTHER CEREALS,QATAR,TON,5711,1.65
OTHER CEREALS,REUNION,TON,0,0
OTHER CEREALS,RUSSIA,TON,42,0.06
OTHER CEREALS,RWANDA,TON,3,0
OTHER CEREALS,SAUDI ARAB,TON,17721,5.04
OTHER CEREALS,SENEGAL,TON,16,0.03
OTHER CEREALS,SEYCHELLES,TON,1604,0.39
OTHER CEREALS,SINGAPORE,TON,161,0.11
OTHER CEREALS,SLOVENIA,TON,20,0.02
OTHER CEREALS,SOMALIA,TON,3150,0.81
OTHER CEREALS,SOUTH AFRICA,TON,711,0.38
OTHER CEREALS,SPAIN,TON,459,0.14
OTHER CEREALS,SRI LANKA DSR,TON,37317,9.91
OTHER CEREALS,SUDAN,TON,72,0.14
OTHER CEREALS,SURINAME,TON,0,0
OTHER CEREALS,SWAZILAND,TON,50,0.05
OTHER CEREALS,SWEDEN,TON,0,0
OTHER CEREALS,SWITZERLAND,TON,429,0.31
OTHER CEREALS,TAIWAN,TON,7763,2.31
OTHER CEREALS,TANZANIA REP,TON,124,0.06
OTHER CEREALS,THAILAND,TON,659,0.66
OTHER CEREALS,TOGO,TON,0,0
OTHER CEREALS,TRINIDAD,TON,0,0
OTHER CEREALS,TUNISIA,TON,5552,1.73
OTHER CEREALS,TURKEY,TON,148,0.05
OTHER CEREALS,U ARAB EMTS,TON,21408,6.05
OTHER CEREALS,U K,TON,2595,1.28
OTHER CEREALS,U S A,TON,3252,2.53
OTHER CEREALS,UGANDA,TON,29,0.01
OTHER CEREALS,UKRAINE,TON,1,0
OTHER CEREALS,URUGUAY,TON,22,0.02
OTHER CEREALS,VIETNAM SOC REP,TON,22153,5.89
OTHER CEREALS,YEMEN REPUBLC,TON,20777,5.64
OTHER CEREALS,ZAMBIA,TON,0,0
OTHER CEREALS,ZIMBABWE,TON,0,0
PULSES,ALGERIA,TON,19704,34.31
PULSES,ANGOLA,TON,32,0.05
PULSES,AUSTRALIA,TON,1767,1.81
PULSES,AZERBAIJAN,TON,48,0.1
PULSES,BAHARAIN IS,TON,653,1
PULSES,BANGLADESH PR,TON,9691,6.64
PULSES,BELGIUM,TON,64,0.13
PULSES,BELIZE,TON,1,0
PULSES,BENIN,TON,2,0
PULSES,BHUTAN,TON,107,0.12
PULSES,BRAZIL,TON,0,0
PULSES,BRUNEI,TON,57,0.09
PULSES,CAMBODIA,TON,1,0
PULSES,CAMEROON,TON,8,0.01
PULSES,CANADA,TON,6371,6.76
PULSES,CAYMAN IS,TON,2,0
PULSES,CHINA P RP,TON,1839,2.5
PULSES,CONGO D. REP.,TON,79,0.11
PULSES,CONGO P REP,TON,16,0.02
PULSES,COTE D' IVOIRE,TON,8,0.01
PULSES,CYPRUS,TON,4,0.01
PULSES,DENMARK,TON,2,0
PULSES,DJIBOUTI,TON,3,0.01
PULSES,EGYPT A RP,TON,1581,1.97
PULSES,ETHIOPIA,TON,0,0
PULSES,FIJI IS,TON,38,0.06
PULSES,FRANCE,TON,1407,2.15
PULSES,GABON,TON,11,0.01
PULSES,GAMBIA,TON,0,0
PULSES,GEORGIA,TON,394,0.52
PULSES,GERMANY,TON,321,0.4
PULSES,GHANA,TON,12,0.02
PULSES,GREECE,TON,2,0
PULSES,GUINEA,TON,5,0.01
PULSES,GUINEA BISSAU,TON,0,0
PULSES,GUYANA,TON,192,0.34
PULSES,HONG KONG,TON,227,0.32
PULSES,INDONESIA,TON,15,0.02
PULSES,IRAN,TON,935,1.19
PULSES,IRAQ,TON,3547,6.17
PULSES,ISRAEL,TON,393,0.65
PULSES,ITALY,TON,685,0.92
PULSES,JAPAN,TON,439,0.64
PULSES,JORDAN,TON,937,1.61
PULSES,KAZAKHSTAN,TON,5,0
PULSES,KENYA,TON,107,0.09
PULSES,KOREA RP,TON,77,0.07
PULSES,KUWAIT,TON,2011,3.4
PULSES,LATVIA,TON,63,0.13
PULSES,LEBANON,TON,205,0.26
PULSES,LIBERIA,TON,3,0
PULSES,LIBYA,TON,1865,2.98
PULSES,MADAGASCAR,TON,2,0
PULSES,MALAWI,TON,0,0
PULSES,MALAYSIA,TON,3921,5.31
PULSES,MALDIVES,TON,40,0.07
PULSES,MALTA,TON,2,0
PULSES,MAURITIUS,TON,505,0.47
PULSES,MOROCCO,TON,1436,1.8
PULSES,MOZAMBIQUE,TON,4,0
PULSES,MYANMAR,TON,175,0.06
PULSES,NAMIBIA,TON,0,0
PULSES,NEPAL,TON,3959,3.26
PULSES,NETHERLAND,TON,1001,1.7
PULSES,NETHERLANDANTIL,TON,1,0
PULSES,NEW ZEALAND,TON,362,0.45
PULSES,NIGERIA,TON,105,0.13
PULSES,NORWAY,TON,27,0.04
PULSES,OMAN,TON,3179,4.71
PULSES,PAKISTAN IR,TON,21211,21.71
PULSES,PANAMA REPUBLIC,TON,1,0
PULSES,PHILIPPINES,TON,279,0.34
PULSES,POLAND,TON,25,0.03
PULSES,PORTUGAL,TON,933,1.4
PULSES,QATAR,TON,5987,5.92
PULSES,REUNION,TON,10,0.02
PULSES,RUSSIA,TON,428,0.57
PULSES,RWANDA,TON,1,0
PULSES,SAUDI ARAB,TON,8330,12.99
PULSES,SENEGAL,TON,7,0.01
PULSES,SEYCHELLES,TON,71,0.1
PULSES,SIERRA LEONE,TON,3,0
PULSES,SINGAPORE,TON,1604,2.21
PULSES,SOUTH AFRICA,TON,337,0.36
PULSES,SPAIN,TON,579,0.82
PULSES,SRI LANKA DSR,TON,15761,16.46
PULSES,SURINAME,TON,2,0
PULSES,SWEDEN,TON,58,0.08
PULSES,SWITZERLAND,TON,17,0.02
PULSES,TAIWAN,TON,1,0
PULSES,TANZANIA REP,TON,19,0.02
PULSES,THAILAND,TON,362,0.5
PULSES,TOGO,TON,5,0.01
PULSES,TRINIDAD,TON,456,0.72
PULSES,TUNISIA,TON,1794,2.67
PULSES,TURKEY,TON,10858,17.05
PULSES,U ARAB EMTS,TON,17022,19.4
PULSES,U K,TON,6353,6.2
PULSES,U S A,TON,16222,22.2
PULSES,UGANDA,TON,25,0.03
PULSES,VIETNAM SOC REP,TON,107,0.21
PULSES,YEMEN REPUBLC,TON,72,0.08
PULSES,ZAMBIA,TON,5,0.01
TOBACCO UNMANUFACTURED,AFGHANISTAN,KGS,4300,0.01
TOBACCO UNMANUFACTURED,ALGERIA,KGS,100568,0.15
TOBACCO UNMANUFACTURED,ARGENTINA,KGS,97740,0.23
TOBACCO UNMANUFACTURED,ARMENIA,KGS,1643400,6.49
TOBACCO UNMANUFACTURED,AUSTRALIA,KGS,300,0
TOBACCO UNMANUFACTURED,BANGLADESH PR,KGS,220800,0.34
TOBACCO UNMANUFACTURED,BELARUS,KGS,2330584,5.93
TOBACCO UNMANUFACTURED,BELGIUM,KGS,43924237,174.34
TOBACCO UNMANUFACTURED,BHUTAN,KGS,53,0
TOBACCO UNMANUFACTURED,BRAZIL,KGS,709596,1.89
TOBACCO UNMANUFACTURED,BULGARIA,KGS,2716419,4.66
TOBACCO UNMANUFACTURED,CANADA,KGS,956340,3.79
TOBACCO UNMANUFACTURED,CHILE,KGS,533810,1.91
TOBACCO UNMANUFACTURED,CHINA P RP,KGS,228266,0.68
TOBACCO UNMANUFACTURED,COLOMBIA,KGS,439156,0.11
TOBACCO UNMANUFACTURED,CONGO P REP,KGS,100,0
TOBACCO UNMANUFACTURED,CROATIA,KGS,434740,2.28
TOBACCO UNMANUFACTURED,DENMARK,KGS,559680,2.2
TOBACCO UNMANUFACTURED,DJIBOUTI,KGS,171000,0.22
TOBACCO UNMANUFACTURED,DOMINIC REP,KGS,5913120,12.11
TOBACCO UNMANUFACTURED,EGYPT A RP,KGS,14965681,28.55
TOBACCO UNMANUFACTURED,ETHIOPIA,KGS,435600,1.56
TOBACCO UNMANUFACTURED,FRANCE,KGS,4257760,9.61
TOBACCO UNMANUFACTURED,GEORGIA,KGS,955140,3.02
TOBACCO UNMANUFACTURED,GERMANY,KGS,4285758,12.94
TOBACCO UNMANUFACTURED,GREECE,KGS,113126,0.26
TOBACCO UNMANUFACTURED,HAITI,KGS,41580,0.09
TOBACCO UNMANUFACTURED,HONDURAS,KGS,556190,2.48
TOBACCO UNMANUFACTURED,HONG KONG,KGS,1000,0
TOBACCO UNMANUFACTURED,HUNGARY,KGS,841820,3.59
TOBACCO UNMANUFACTURED,INDONESIA,KGS,1926908,6.61
TOBACCO UNMANUFACTURED,IRAN,KGS,293545,0.23
TOBACCO UNMANUFACTURED,ISRAEL,KGS,53975,0.36
TOBACCO UNMANUFACTURED,ITALY,KGS,424754,1.06
TOBACCO UNMANUFACTURED,JAPAN,KGS,145,0
TOBACCO UNMANUFACTURED,JORDAN,KGS,1146610,2.49
TOBACCO UNMANUFACTURED,KENYA,KGS,524048,1.63
TOBACCO UNMANUFACTURED,KOREA DP RP,KGS,19800,0.06
TOBACCO UNMANUFACTURED,KOREA RP,KGS,11108154,38.1
TOBACCO UNMANUFACTURED,LIBYA,KGS,169880,0.25
TOBACCO UNMANUFACTURED,LITHUANIA,KGS,1267111,2.74
TOBACCO UNMANUFACTURED,MALAYSIA,KGS,494771,0.33
TOBACCO UNMANUFACTURED,MALDIVES,KGS,24800,0.05
TOBACCO UNMANUFACTURED,MAURITIUS,KGS,3465,0.02
TOBACCO UNMANUFACTURED,MONTENEGRO,KGS,122460,0.36
TOBACCO UNMANUFACTURED,MOROCCO,KGS,302940,1.18
TOBACCO UNMANUFACTURED,MOZAMBIQUE,KGS,2040518,4.73
TOBACCO UNMANUFACTURED,NEPAL,KGS,8723532,27.87
TOBACCO UNMANUFACTURED,NETHERLAND,KGS,4128700,18.37
TOBACCO UNMANUFACTURED,NEW ZEALAND,KGS,163453,0.85
TOBACCO UNMANUFACTURED,NIGERIA,KGS,7811740,36.14
TOBACCO UNMANUFACTURED,NORFOLK IS,KGS,103950,0.21
TOBACCO UNMANUFACTURED,OMAN,KGS,66200,0.18
TOBACCO UNMANUFACTURED,PARAGUAY,KGS,2335410,8.1
TOBACCO UNMANUFACTURED,PHILIPPINES,KGS,2796355,5.77
TOBACCO UNMANUFACTURED,POLAND,KGS,4607460,17.7
TOBACCO UNMANUFACTURED,PORTUGAL,KGS,601080,1.39
TOBACCO UNMANUFACTURED,ROMANIA,KGS,1679540,8.74
TOBACCO UNMANUFACTURED,RUSSIA,KGS,6269386,24.58
TOBACCO UNMANUFACTURED,SAUDI ARAB,KGS,1388082,3.61
TOBACCO UNMANUFACTURED,SENEGAL,KGS,40000,0.03
TOBACCO UNMANUFACTURED,SERBIA,KGS,76800,0.41
TOBACCO UNMANUFACTURED,SINGAPORE,KGS,1119406,5.64
TOBACCO UNMANUFACTURED,SLOVENIA,KGS,326898,1.02
TOBACCO UNMANUFACTURED,SOMALIA,KGS,211200,0.3
TOBACCO UNMANUFACTURED,SOUTH AFRICA,KGS,2091797,7.28
TOBACCO UNMANUFACTURED,SPAIN,KGS,2250,0
TOBACCO UNMANUFACTURED,SRI LANKA DSR,KGS,1323339,0.34
TOBACCO UNMANUFACTURED,SUDAN,KGS,20500,0.01
TOBACCO UNMANUFACTURED,SWEDEN,KGS,2135530,3.35
TOBACCO UNMANUFACTURED,SYRIA,KGS,37000,0.25
TOBACCO UNMANUFACTURED,TANZANIA REP,KGS,24840,0.03
TOBACCO UNMANUFACTURED,THAILAND,KGS,153600,0.07
TOBACCO UNMANUFACTURED,TRINIDAD,KGS,217800,1.17
TOBACCO UNMANUFACTURED,TUNISIA,KGS,19739,0.04
TOBACCO UNMANUFACTURED,TURKEY,KGS,3498560,16.05
TOBACCO UNMANUFACTURED,U ARAB EMTS,KGS,9486057,22.65
TOBACCO UNMANUFACTURED,U K,KGS,1700900,8.97
TOBACCO UNMANUFACTURED,U S A,KGS,4455617,6.97
TOBACCO UNMANUFACTURED,UGANDA,KGS,1720,0.01
TOBACCO UNMANUFACTURED,UKRAINE,KGS,1653330,5.9
TOBACCO UNMANUFACTURED,VIETNAM SOC REP,KGS,2563905,9.96
TOBACCO UNMANUFACTURED,YEMEN REPUBLC,KGS,6052856,10.08
TOBACCO UNMANUFACTURED,ZAMBIA,KGS,6680,0.01
TOBACCO UNMANUFACTURED,ZIMBABWE,KGS,106920,0.18
TOBACCO MANUFACTURED,AFGHANISTAN,N .A,NA,56.54
TOBACCO MANUFACTURED,ALBANIA,N .A,NA,0.57
TOBACCO MANUFACTURED,ANGOLA,N .A,NA,0
TOBACCO MANUFACTURED,ARGENTINA,N .A,NA,0.02
TOBACCO MANUFACTURED,ARUBA,N .A,NA,0.09
TOBACCO MANUFACTURED,AUSTRALIA,N .A,NA,1.4
TOBACCO MANUFACTURED,AUSTRIA,N .A,NA,0.01
TOBACCO MANUFACTURED,BAHARAIN IS,N .A,NA,3.39
TOBACCO MANUFACTURED,BANGLADESH PR,N .A,NA,0.75
TOBACCO MANUFACTURED,BELGIUM,N .A,NA,0.05
TOBACCO MANUFACTURED,BELIZE,N .A,NA,5.08
TOBACCO MANUFACTURED,BENIN,N .A,NA,0
TOBACCO MANUFACTURED,BOLIVIA,N .A,NA,3.98
TOBACCO MANUFACTURED,CAMBODIA,N .A,NA,0.54
TOBACCO MANUFACTURED,CANADA,N .A,NA,1.81
TOBACCO MANUFACTURED,CHILE,N .A,NA,0.03
TOBACCO MANUFACTURED,CHINA P RP,N .A,NA,1.47
TOBACCO MANUFACTURED,COLOMBIA,N .A,NA,0.16
TOBACCO MANUFACTURED,CONGO D. REP.,N .A,NA,0.03
TOBACCO MANUFACTURED,CONGO P REP,N .A,NA,0.15
TOBACCO MANUFACTURED,CYPRUS,N .A,NA,0.16
TOBACCO MANUFACTURED,CZECH REPUBLIC,N .A,NA,0.29
TOBACCO MANUFACTURED,DJIBOUTI,N .A,NA,0.15
TOBACCO MANUFACTURED,ECUADOR,N .A,NA,0
TOBACCO MANUFACTURED,EGYPT A RP,N .A,NA,0.03
TOBACCO MANUFACTURED,FRANCE,N .A,NA,0
TOBACCO MANUFACTURED,GAMBIA,N .A,NA,0.11
TOBACCO MANUFACTURED,GEORGIA,N .A,NA,0.25
TOBACCO MANUFACTURED,GERMANY,N .A,NA,0.65
TOBACCO MANUFACTURED,GHANA,N .A,NA,0.02
TOBACCO MANUFACTURED,GREECE,N .A,NA,0.24
TOBACCO MANUFACTURED,GRENADA,N .A,NA,0.13
TOBACCO MANUFACTURED,GUINEA,N .A,NA,0.1
TOBACCO MANUFACTURED,HONG KONG,N .A,NA,2.47
TOBACCO MANUFACTURED,INDONESIA,N .A,NA,0.56
TOBACCO MANUFACTURED,IRAN,N .A,NA,0.6
TOBACCO MANUFACTURED,IRELAND,N .A,NA,0.14
TOBACCO MANUFACTURED,ISRAEL,N .A,NA,0.62
TOBACCO MANUFACTURED,ITALY,N .A,NA,0.02
TOBACCO MANUFACTURED,JAPAN,N .A,NA,0.25
TOBACCO MANUFACTURED,JORDAN,N .A,NA,0.09
TOBACCO MANUFACTURED,KAZAKHSTAN,N .A,NA,0.06
TOBACCO MANUFACTURED,KENYA,N .A,NA,0.5
TOBACCO MANUFACTURED,KOREA RP,N .A,NA,0.22
TOBACCO MANUFACTURED,KUWAIT,N .A,NA,7.89
TOBACCO MANUFACTURED,KYRGHYZSTAN,N .A,NA,0.02
TOBACCO MANUFACTURED,LATVIA,N .A,NA,0
TOBACCO MANUFACTURED,LIBYA,N .A,NA,6.46
TOBACCO MANUFACTURED,MADAGASCAR,N .A,NA,0.09
TOBACCO MANUFACTURED,MALAYSIA,N .A,NA,3.49
TOBACCO MANUFACTURED,MALDIVES,N .A,NA,1.21
TOBACCO MANUFACTURED,MAURITIUS,N .A,NA,0.44
TOBACCO MANUFACTURED,MEXICO,N .A,NA,0.03
TOBACCO MANUFACTURED,MOLDOVA,N .A,NA,0.02
TOBACCO MANUFACTURED,MONGOLIA,N .A,NA,0.25
TOBACCO MANUFACTURED,MONTENEGRO,N .A,NA,0.18
TOBACCO MANUFACTURED,MOZAMBIQUE,N .A,NA,0.09
TOBACCO MANUFACTURED,MYANMAR,N .A,NA,8.21
TOBACCO MANUFACTURED,NAURU RP,N .A,NA,0
TOBACCO MANUFACTURED,NEPAL,N .A,NA,2.51
TOBACCO MANUFACTURED,NETHERLAND,N .A,NA,1.1
TOBACCO MANUFACTURED,NETHERLANDANTIL,N .A,NA,0.78
TOBACCO MANUFACTURED,NEW ZEALAND,N .A,NA,0.15
TOBACCO MANUFACTURED,NIGERIA,N .A,NA,0.28
TOBACCO MANUFACTURED,OMAN,N .A,NA,0.86
TOBACCO MANUFACTURED,PAKISTAN IR,N .A,NA,0
TOBACCO MANUFACTURED,PANAMA REPUBLIC,N .A,NA,7.9
TOBACCO MANUFACTURED,PAPUA N GNA,N .A,NA,0.19
TOBACCO MANUFACTURED,PERU,N .A,NA,0.02
TOBACCO MANUFACTURED,PHILIPPINES,N .A,NA,1.2
TOBACCO MANUFACTURED,POLAND,N .A,NA,0.01
TOBACCO MANUFACTURED,PORTUGAL,N .A,NA,0.29
TOBACCO MANUFACTURED,QATAR,N .A,NA,7.41
TOBACCO MANUFACTURED,REUNION,N .A,NA,0
TOBACCO MANUFACTURED,RUSSIA,N .A,NA,0.93
TOBACCO MANUFACTURED,SAUDI ARAB,N .A,NA,16.72
TOBACCO MANUFACTURED,SENEGAL,N .A,NA,0.06
TOBACCO MANUFACTURED,SERBIA,N .A,NA,0.01
TOBACCO MANUFACTURED,SIERRA LEONE,N .A,NA,0.05
TOBACCO MANUFACTURED,SINGAPORE,N .A,NA,14.56
TOBACCO MANUFACTURED,SLOVENIA,N .A,NA,0
TOBACCO MANUFACTURED,SOMALIA,N .A,NA,0.59
TOBACCO MANUFACTURED,SOUTH AFRICA,N .A,NA,3.8
TOBACCO MANUFACTURED,SPAIN,N .A,NA,0.02
TOBACCO MANUFACTURED,SRI LANKA DSR,N .A,NA,1.32
TOBACCO MANUFACTURED,ST LUCIA,N .A,NA,0
TOBACCO MANUFACTURED,SUDAN,N .A,NA,0.24
TOBACCO MANUFACTURED,SWITZERLAND,N .A,NA,0.18
TOBACCO MANUFACTURED,SYRIA,N .A,NA,0.07
TOBACCO MANUFACTURED,TAIWAN,N .A,NA,0.08
TOBACCO MANUFACTURED,TAJIKISTAN,N .A,NA,0.07
TOBACCO MANUFACTURED,TANZANIA REP,N .A,NA,0
TOBACCO MANUFACTURED,THAILAND,N .A,NA,26.4
TOBACCO MANUFACTURED,TOGO,N .A,NA,0
TOBACCO MANUFACTURED,TONGA,N .A,NA,0.04
TOBACCO MANUFACTURED,TRINIDAD,N .A,NA,1.7
TOBACCO MANUFACTURED,TUNISIA,N .A,NA,0.5
TOBACCO MANUFACTURED,U ARAB EMTS,N .A,NA,115.38
TOBACCO MANUFACTURED,U K,N .A,NA,0.05
TOBACCO MANUFACTURED,U S A,N .A,NA,16.91
TOBACCO MANUFACTURED,UGANDA,N .A,NA,0.4
TOBACCO MANUFACTURED,UKRAINE,N .A,NA,0.02
TOBACCO MANUFACTURED,UNSPECIFIED,N .A,NA,0.09
TOBACCO MANUFACTURED,URUGUAY,N .A,NA,0
TOBACCO MANUFACTURED,UZBEKISTAN,N .A,NA,0.12
